Order_ID,Order_Date,Customer_ID,Product,Category,Region,City,Quantity,Unit_Price,Discount_Pct,Discount_Amount,Revenue,Cost,Profit,Payment_Mode
ORD01072,2024-12-30,CUST2724,Dining Table,Furniture,North,Lucknow,6,22000,15.0,19800.0,112200.0,63243.90361213191,48956.09638786809,Net Banking
ORD01513,2025-01-04,CUST1546,Desk,Furniture,North,Chandigarh,5,12000,5.0,3000.0,57000.0,42821.41101191456,14178.588988085437,Debit Card
ORD00170,2024-03-24,CUST2797,Headphones,Electronics,East,Guwahati,5,2500,15.0,1875.0,10625.0,6572.134131238656,4052.8658687613442,UPI
ORD01627,2024-02-19,CUST1998,Mixer Grinder,Home Appliances,East,Kolkata,5,4500,0.0,0.0,22500.0,15375.026896270718,7124.973103729282,Credit Card
ORD06005,2025-02-15,CUST2499,Electric Kettle,Home Appliances,East,Bhubaneswar,2,1800,10.0,360.0,3240.0,2521.6435366437277,718.3564633562723,Debit Card
ORD05326,2024-02-14,CUST2963,T-Shirt,Clothing,South,Hyderabad,1,800,20.0,160.0,640.0,443.63763199848245,196.36236800151755,Net Banking
ORD00577,2025-07-19,CUST2367,Headphones,Electronics,East,Patna,3,2500,15.0,1125.0,6375.0,4353.92062786737,2021.07937213263,UPI
ORD04048,2025-05-28,CUST2757,Sneakers,Clothing,North,Chandigarh,2,3000,0.0,0.0,6000.0,4076.434239020183,1923.5657609798168,Net Banking
ORD08753,2024-07-01,CUST1018,Sofa,Furniture,North,Chandigarh,5,25000,10.0,12500.0,112500.0,80078.95187896115,32421.048121038853,Cash
ORD08141,2025-05-21,CUST2865,Tablet,Electronics,West,Pune,3,18000,15.0,8100.0,45900.0,32928.66283881086,12971.337161189142,UPI
ORD06146,2024-12-25,CUST2669,Headphones,Electronics,East,Kolkata,4,2500,5.0,500.0,9500.0,5334.078962361694,4165.921037638306,Net Banking
ORD01651,2025-05-25,CUST1560,Backpack,Accessories,West,Goa,6,1800,5.0,540.0,10260.0,7412.44289201325,2847.5571079867505,Debit Card
ORD07518,2025-12-09,CUST1655,Desk,Furniture,East,Patna,1,12000,15.0,1800.0,10200.0,8082.406517856986,2117.5934821430137,Net Banking
ORD01731,2024-12-01,CUST1049,Tablet,Electronics,South,Hyderabad,7,18000,20.0,25200.0,100800.0,66157.76538758907,34642.23461241093,Net Banking
ORD08601,2024-08-09,CUST1330,Wallet,Accessories,South,Hyderabad,7,1200,0.0,0.0,8400.0,4916.714069408601,3483.285930591399,Credit Card
ORD07064,2025-07-26,CUST2211,Phone Case,Accessories,North,Jaipur,3,600,15.0,270.0,1530.0,1100.1471983030733,429.8528016969267,UPI
ORD05285,2024-12-27,CUST1678,Hoodie,Clothing,West,Ahmedabad,2,2200,10.0,440.0,3960.0,2877.882280289524,1082.1177197104762,Cash
ORD09730,2025-04-08,CUST2603,Electric Kettle,Home Appliances,South,Chennai,6,1800,10.0,1080.0,9720.0,7358.971894841154,2361.0281051588463,Net Banking
ORD07741,2024-12-02,CUST1096,Tablet,Electronics,West,Goa,7,18000,5.0,6300.0,119700.0,84673.4151804777,35026.58481952229,Net Banking
ORD00322,2024-10-27,CUST1601,Phone Case,Accessories,South,Kochi,5,600,5.0,150.0,2850.0,2152.6037763170366,697.3962236829634,Cash
ORD09024,2024-04-27,CUST2829,Backpack,Accessories,East,Guwahati,4,1800,10.0,720.0,6480.0,3828.7768748359194,2651.2231251640806,Net Banking
ORD02192,2025-05-03,CUST1812,Sofa,Furniture,East,Bhubaneswar,4,25000,0.0,0.0,100000.0,77132.06776106461,22867.93223893539,Net Banking
ORD04152,2025-01-28,CUST2952,Electric Kettle,Home Appliances,West,Ahmedabad,1,1800,15.0,270.0,1530.0,860.3536815245602,669.6463184754398,UPI
ORD02974,2025-08-31,CUST1547,Microwave,Home Appliances,West,Ahmedabad,7,9000,5.0,3150.0,59850.0,46233.05992718303,13616.940072816971,UPI
ORD07876,2024-10-17,CUST1814,Sofa,Furniture,East,Kolkata,3,25000,10.0,7500.0,67500.0,52317.858334134464,15182.141665865536,UPI
ORD02488,2024-08-16,CUST1249,Hoodie,Clothing,South,Kochi,4,2200,5.0,440.0,8360.0,5215.7365734379,3144.2634265621,Credit Card
ORD07672,2025-04-24,CUST1282,Vacuum Cleaner,Home Appliances,East,Bhubaneswar,3,8500,0.0,0.0,25500.0,17348.157146794634,8151.842853205366,UPI
ORD00501,2024-12-14,CUST2278,Tablet,Electronics,West,Ahmedabad,3,18000,5.0,2700.0,51300.0,30460.95427217178,20839.04572782822,Net Banking
ORD00938,2025-02-23,CUST1756,Office Chair,Furniture,West,Mumbai,2,8500,20.0,3400.0,13600.0,8456.62058311446,5143.37941688554,Debit Card
ORD02626,2025-04-21,CUST1382,Wallet,Accessories,East,Kolkata,5,1200,0.0,0.0,6000.0,4270.856581479588,1729.1434185204116,Cash
ORD04605,2025-01-11,CUST1158,Sneakers,Clothing,West,Mumbai,1,3000,20.0,600.0,2400.0,1744.2963725209627,655.7036274790373,Debit Card
ORD06018,2024-06-06,CUST2701,Sneakers,Clothing,South,Kochi,7,3000,5.0,1050.0,19950.0,13440.974701819126,6509.0252981808735,Net Banking
ORD04788,2025-04-06,CUST2963,Jeans,Clothing,East,Bhubaneswar,4,1800,20.0,1440.0,5760.0,4381.757448397227,1378.2425516027733,Cash
ORD00440,2024-05-18,CUST2721,Sunglasses,Accessories,West,Pune,7,1500,5.0,525.0,9975.0,5987.739951560153,3987.260048439847,Credit Card
ORD07552,2025-05-07,CUST1811,Headphones,Electronics,West,Ahmedabad,2,2500,10.0,500.0,4500.0,3257.9393669618044,1242.0606330381956,Net Banking
ORD00625,2025-10-15,CUST1833,T-Shirt,Clothing,South,Chennai,6,800,0.0,0.0,4800.0,2849.2911205337996,1950.7088794662004,UPI
ORD01509,2024-11-25,CUST1511,Bookshelf,Furniture,West,Goa,4,7000,0.0,0.0,28000.0,16294.97672536087,11705.02327463913,Debit Card
ORD09346,2024-04-03,CUST2414,Belt,Accessories,West,Goa,1,900,10.0,90.0,810.0,639.1258644469413,170.87413555305875,Net Banking
ORD08766,2024-08-05,CUST1117,Air Fryer,Home Appliances,South,Hyderabad,6,7000,5.0,2100.0,39900.0,25051.12451685263,14848.87548314737,UPI
ORD02535,2025-07-05,CUST1025,Backpack,Accessories,North,Chandigarh,6,1800,5.0,540.0,10260.0,7623.760647734269,2636.239352265731,UPI
ORD08889,2024-03-22,CUST1285,Desk,Furniture,West,Pune,7,12000,0.0,0.0,84000.0,60175.02912166278,23824.97087833722,UPI
ORD00656,2025-05-27,CUST1215,T-Shirt,Clothing,West,Ahmedabad,1,800,5.0,40.0,760.0,515.3546359391003,244.64536406089974,Cash
ORD03413,2025-06-14,CUST2026,Laptop,Electronics,East,Bhubaneswar,1,55000,0.0,0.0,55000.0,39992.46558808185,15007.534411918154,Debit Card
ORD07355,2024-05-13,CUST1936,Belt,Accessories,East,Patna,7,900,0.0,0.0,6300.0,4739.056717536854,1560.9432824631458,Cash
ORD00519,2024-12-16,CUST1433,Mixer Grinder,Home Appliances,South,Kochi,2,4500,10.0,900.0,8100.0,5988.865502037704,2111.1344979622963,Cash
ORD04990,2024-12-22,CUST2180,Tablet,Electronics,South,Chennai,2,18000,0.0,0.0,36000.0,25557.14759099701,10442.85240900299,Credit Card
ORD00347,2025-12-31,CUST1081,Tablet,Electronics,West,Mumbai,3,18000,15.0,8100.0,45900.0,34740.779631169826,11159.220368830174,Cash
ORD05131,2024-01-11,CUST1215,Microwave,Home Appliances,West,Ahmedabad,2,9000,10.0,1800.0,16200.0,12482.93823972634,3717.06176027366,Cash
ORD02305,2025-03-30,CUST2440,Jeans,Clothing,West,Goa,2,1800,0.0,0.0,3600.0,2543.6709852964796,1056.3290147035204,Cash
ORD02139,2024-02-21,CUST2003,Bookshelf,Furniture,North,Delhi,5,7000,0.0,0.0,35000.0,26335.34502756206,8664.65497243794,Net Banking
ORD00316,2025-10-26,CUST2745,Laptop,Electronics,East,Patna,6,55000,0.0,0.0,330000.0,184780.692111557,145219.307888443,Credit Card
ORD09364,2024-07-20,CUST2404,Microwave,Home Appliances,East,Patna,1,9000,5.0,450.0,8550.0,5528.150068606023,3021.8499313939774,Credit Card
ORD00674,2024-06-28,CUST2759,Bookshelf,Furniture,North,Delhi,1,7000,10.0,700.0,6300.0,3698.898181088797,2601.101818911203,Debit Card
ORD02997,2024-11-07,CUST2460,Bookshelf,Furniture,South,Hyderabad,7,7000,0.0,0.0,49000.0,36341.063935584105,12658.936064415895,Credit Card
ORD09639,2025-03-25,CUST1239,Sunglasses,Accessories,North,Chandigarh,6,1500,5.0,450.0,8550.0,6792.860183817217,1757.1398161827829,Cash
ORD03353,2024-05-11,CUST1356,Laptop,Electronics,North,Delhi,3,55000,10.0,16500.0,148500.0,102826.90308193714,45673.09691806286,Debit Card
ORD00484,2025-03-13,CUST2561,Dining Table,Furniture,South,Chennai,5,22000,15.0,16500.0,93500.0,65282.63921937707,28217.360780622927,UPI
ORD01684,2025-03-09,CUST1037,Electric Kettle,Home Appliances,East,Guwahati,6,1800,10.0,1080.0,9720.0,6960.432248369297,2759.5677516307032,Credit Card
ORD08883,2025-11-17,CUST2991,Dining Table,Furniture,North,Delhi,6,22000,15.0,19800.0,112200.0,74353.61988600325,37846.380113996755,Net Banking
ORD09051,2024-01-06,CUST2881,T-Shirt,Clothing,North,Chandigarh,7,800,20.0,1120.0,4480.0,3057.7024630622386,1422.2975369377614,Credit Card
ORD07611,2024-05-25,CUST2154,Microwave,Home Appliances,South,Kochi,6,9000,0.0,0.0,54000.0,30767.547983173303,23232.452016826697,Debit Card
ORD08912,2025-03-01,CUST2382,Smart Watch,Electronics,East,Guwahati,3,6000,0.0,0.0,18000.0,10703.426228273205,7296.573771726795,Credit Card
ORD01124,2024-12-09,CUST1988,Sunglasses,Accessories,West,Mumbai,6,1500,0.0,0.0,9000.0,5136.8372050729195,3863.1627949270805,UPI
ORD05577,2024-07-17,CUST2315,Hoodie,Clothing,South,Chennai,6,2200,10.0,1320.0,11880.0,8853.38366754055,3026.616332459451,UPI
ORD06267,2025-04-17,CUST2627,Belt,Accessories,East,Kolkata,4,900,5.0,180.0,3420.0,2525.8700846112447,894.1299153887553,Credit Card
ORD01596,2024-01-31,CUST1161,Smartphone,Electronics,East,Patna,5,25000,10.0,12500.0,112500.0,77917.10905058139,34582.89094941861,Debit Card
ORD00762,2025-03-22,CUST1415,Hoodie,Clothing,North,Delhi,2,2200,15.0,660.0,3740.0,2358.8271568737405,1381.1728431262595,Cash
ORD08665,2024-07-14,CUST2766,Vacuum Cleaner,Home Appliances,West,Goa,1,8500,10.0,850.0,7650.0,5242.566688732566,2407.433311267434,Debit Card
ORD08350,2025-10-24,CUST2231,Bookshelf,Furniture,North,Chandigarh,7,7000,10.0,4900.0,44100.0,26229.46386039655,17870.53613960345,Credit Card
ORD07497,2024-04-03,CUST2908,Belt,Accessories,South,Chennai,2,900,20.0,360.0,1440.0,806.2312176386927,633.7687823613073,Debit Card
ORD02030,2024-08-11,CUST2351,Phone Case,Accessories,East,Patna,7,600,5.0,210.0,3990.0,2765.9543846769566,1224.0456153230434,Debit Card
ORD06836,2024-04-03,CUST2203,Dining Table,Furniture,West,Pune,3,22000,5.0,3300.0,62700.0,40054.48999921075,22645.510000789247,Debit Card
ORD03964,2024-09-05,CUST1692,Electric Kettle,Home Appliances,West,Ahmedabad,2,1800,5.0,180.0,3420.0,2653.4532980257954,766.5467019742046,Credit Card
ORD07499,2024-01-20,CUST1062,Vacuum Cleaner,Home Appliances,South,Hyderabad,5,8500,0.0,0.0,42500.0,29685.076885219274,12814.923114780726,Net Banking
ORD00260,2024-12-18,CUST1695,Sneakers,Clothing,South,Chennai,3,3000,10.0,900.0,8100.0,5057.5356139206115,3042.4643860793885,UPI
ORD03095,2025-09-08,CUST2065,Tablet,Electronics,North,Delhi,7,18000,5.0,6300.0,119700.0,80477.3615670683,39222.63843293169,Net Banking
ORD00953,2024-03-25,CUST1415,Office Chair,Furniture,East,Kolkata,3,8500,5.0,1275.0,24225.0,18507.446929462298,5717.553070537702,Debit Card
ORD09818,2024-04-09,CUST2500,Desk,Furniture,South,Chennai,1,12000,15.0,1800.0,10200.0,6683.961447096257,3516.038552903743,Net Banking
ORD04056,2025-02-15,CUST1205,Smartphone,Electronics,South,Chennai,1,25000,0.0,0.0,25000.0,16745.972297501525,8254.027702498475,Cash
ORD07287,2025-01-05,CUST1938,Smart Watch,Electronics,West,Ahmedabad,2,6000,0.0,0.0,12000.0,6868.416081148463,5131.583918851537,Cash
ORD00312,2024-11-19,CUST2058,Mixer Grinder,Home Appliances,South,Bangalore,1,4500,15.0,675.0,3825.0,2165.606841923845,1659.393158076155,Credit Card
ORD04694,2025-05-21,CUST1176,Backpack,Accessories,West,Pune,5,1800,0.0,0.0,9000.0,5549.393596447553,3450.606403552447,UPI
ORD02129,2025-05-11,CUST2329,Mixer Grinder,Home Appliances,West,Pune,2,4500,10.0,900.0,8100.0,4640.9624484067,3459.0375515933,Net Banking
ORD07208,2024-09-02,CUST1550,Sneakers,Clothing,North,Lucknow,4,3000,0.0,0.0,12000.0,9204.648926919526,2795.3510730804737,Cash
ORD00933,2025-11-30,CUST2105,Phone Case,Accessories,South,Chennai,6,600,5.0,180.0,3420.0,2679.1041149886237,740.8958850113763,UPI
ORD00032,2025-04-25,CUST1452,Jacket,Clothing,West,Mumbai,6,3500,10.0,2100.0,18900.0,13808.586244610613,5091.413755389387,Cash
ORD00036,2025-10-24,CUST1961,Bookshelf,Furniture,East,Bhubaneswar,2,7000,10.0,1400.0,12600.0,7860.165353519658,4739.834646480342,UPI
ORD06097,2025-09-10,CUST1799,Air Fryer,Home Appliances,West,Pune,5,7000,5.0,1750.0,33250.0,20407.97247596365,12842.027524036352,Cash
ORD06557,2025-05-24,CUST2417,Laptop,Electronics,West,Mumbai,5,55000,5.0,13750.0,261250.0,208342.54906158298,52907.45093841702,Debit Card
ORD09229,2024-03-15,CUST2816,Smartphone,Electronics,East,Patna,7,25000,0.0,0.0,175000.0,109049.1956457577,65950.8043542423,UPI
ORD06602,2024-05-28,CUST2380,Jacket,Clothing,West,Ahmedabad,1,3500,10.0,350.0,3150.0,1893.9468378106426,1256.0531621893574,UPI
ORD08787,2025-01-31,CUST1773,Office Chair,Furniture,North,Jaipur,2,8500,0.0,0.0,17000.0,9730.167224411882,7269.832775588118,UPI
